# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
gcvP	gene-b2903	TRANSCRIPT_gene-b2903	protein_coding	0	26	1	132	0	0	0	0	63	0	0	0	1	0	0	0	0	0	0	0	26	69
gcvR	gene-b2479	TRANSCRIPT_gene-b2479	protein_coding	0	0	0	52	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	6
gcvT	gene-b2905	TRANSCRIPT_gene-b2905	protein_coding	0	1	0	127	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	1	71
gdhA	gene-b1761	TRANSCRIPT_gene-b1761	protein_coding	0	7	0	20	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	7	1
gdx	gene-b4148	TRANSCRIPT_gene-b4148	protein_coding	0	2	1	129	0	0	0	0	66	0	0	0	1	0	0	0	0	0	0	0	2	63
gfcA	gene-b0987	TRANSCRIPT_gene-b0987	protein_coding	0	0	0	31	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	12
gfcB	gene-b0986	TRANSCRIPT_gene-b0986	protein_coding	0	1	1	38	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	1	12
gfcC	gene-b0985	TRANSCRIPT_gene-b0985	protein_coding	0	0	2	42	0	0	0	0	28	0	0	0	2	0	0	0	0	0	0	0	0	14
gfcD	gene-b0984	TRANSCRIPT_gene-b0984	protein_coding	0	2	1	47	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	2	16
gfcE	gene-b0983	TRANSCRIPT_gene-b0983	protein_coding	0	9	0	30	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	9	9
ggt	gene-b3447	TRANSCRIPT_gene-b3447	protein_coding	0	18	2	34	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	18	23
ghoS	gene-b4128	TRANSCRIPT_gene-b4128	protein_coding	0	0	0	41	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	14
ghoT	gene-b4559	TRANSCRIPT_gene-b4559	protein_coding	0	0	0	42	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	14
ghrA	gene-b1033	TRANSCRIPT_gene-b1033	protein_coding	0	1	1	39	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	1	16
ghrB	gene-b3553	TRANSCRIPT_gene-b3553	protein_coding	0	3	1	69	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	68
ghxP	gene-b4064	TRANSCRIPT_gene-b4064	protein_coding	0	11	0	28	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	11	8
ghxQ	gene-b4464	TRANSCRIPT_gene-b4464	protein_coding	0	4	0	72	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	4	14
glaH	gene-b2659	TRANSCRIPT_gene-b2659	protein_coding	1	34	9	138	0	0	0	0	138	1	0	0	9	0	0	0	0	0	0	0	34	0
glaR	gene-b2664	TRANSCRIPT_gene-b2664	protein_coding	0	8	0	176	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	8	141
glcA	gene-b2975	TRANSCRIPT_gene-b2975	protein_coding	0	21	0	299	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	21	15
glcB	gene-b2976	TRANSCRIPT_gene-b2976	protein_coding	0	1	0	192	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	1	41
glcC	gene-b2980	TRANSCRIPT_gene-b2980	protein_coding	0	1	0	44	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	41
glcD	gene-b2979	TRANSCRIPT_gene-b2979	protein_coding	0	13	3	29	0	0	0	0	22	0	0	0	3	0	0	0	0	0	0	0	13	7
glcE	gene-b4468	TRANSCRIPT_gene-b4468	protein_coding	0	13	7	25	0	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	13	22
glcF	gene-b4467	TRANSCRIPT_gene-b4467	protein_coding	0	1	0	81	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	1	41
glcG	gene-b2977	TRANSCRIPT_gene-b2977	protein_coding	0	0	0	92	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	42
gldA	gene-b3945	TRANSCRIPT_gene-b3945	protein_coding	0	3	0	118	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	3	107
glf	gene-b2036	TRANSCRIPT_gene-b2036	protein_coding	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306
glgA	gene-b3429	TRANSCRIPT_gene-b3429	protein_coding	0	5	0	92	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	5	25
glgB	gene-b3432	TRANSCRIPT_gene-b3432	protein_coding	0	3	0	107	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	3	79
glgC	gene-b3430	TRANSCRIPT_gene-b3430	protein_coding	0	5	0	78	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	5	23
glgP	gene-b3428	TRANSCRIPT_gene-b3428	protein_coding	0	13	0	146	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	13	27
glgS	gene-b3049	TRANSCRIPT_gene-b3049	protein_coding	0	0	0	43	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	40
glgX	gene-b3431	TRANSCRIPT_gene-b3431	protein_coding	0	14	3	58	0	0	0	0	21	0	0	0	3	0	0	0	0	0	0	0	14	37
glk	gene-b2388	TRANSCRIPT_gene-b2388	protein_coding	0	0	0	74	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	65
glmM	gene-b3176	TRANSCRIPT_gene-b3176	protein_coding	0	2	0	34	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	2	17
glmS	gene-b3729	TRANSCRIPT_gene-b3729	protein_coding	0	20	0	82	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	20	12
glmU	gene-b3730	TRANSCRIPT_gene-b3730	protein_coding	0	9	0	73	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	9	2
glmY	gene-b4441	rna-b4441	lincRNA	0	0	0	121	0	0	0	0	36	0	0	0	0	1	0	0	0	0	0	0	0	84
glmZ	gene-b4456	rna-b4456	lincRNA	0	0	0	319	0	0	0	0	101	0	0	0	0	1	0	0	0	0	0	0	0	217
glnA	gene-b3870	TRANSCRIPT_gene-b3870	protein_coding	0	5	0	86	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	5	64
glnB	gene-b2553	TRANSCRIPT_gene-b2553	protein_coding	0	0	0	112	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	57
glnD	gene-b0167	TRANSCRIPT_gene-b0167	protein_coding	0	27	3	73	0	0	0	0	69	0	0	0	3	0	0	1	0	0	0	1	26	4
glnE	gene-b3053	TRANSCRIPT_gene-b3053	protein_coding	0	9	3	53	0	0	0	0	40	0	0	0	3	0	0	0	0	0	0	0	9	13
glnG	gene-b3868	TRANSCRIPT_gene-b3868	protein_coding	0	10	3	18	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	10	11
glnH	gene-b0811	TRANSCRIPT_gene-b0811	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
glnK	gene-b0450	TRANSCRIPT_gene-b0450	protein_coding	0	0	1	119	0	0	0	0	59	0	0	0	1	0	0	0	0	0	0	0	0	60
glnL	gene-b3869	TRANSCRIPT_gene-b3869	protein_coding	0	2	0	57	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	2	37
glnP	gene-b0810	TRANSCRIPT_gene-b0810	protein_coding	0	0	0	23	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	2
glnQ	gene-b0809	TRANSCRIPT_gene-b0809	protein_coding	0	1	0	32	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	1	2
glnS	gene-b0680	TRANSCRIPT_gene-b0680	protein_coding	0	0	0	134	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	81
glnU	gene-b0670	rna-b0670	protein_coding	0	0	0	125	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	90
glnV	gene-b0665	rna-b0665	protein_coding	0	0	0	120	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	86
glnW	gene-b0668	rna-b0668	protein_coding	0	0	0	124	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	89
glnX	gene-b0664	rna-b0664	protein_coding	0	0	0	121	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	86
glnZ	gene-b4836	rna-b4836	lincRNA	0	0	0	62	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	40
gloA	gene-b1651	TRANSCRIPT_gene-b1651	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2
gloB	gene-b0212	TRANSCRIPT_gene-b0212	protein_coding	0	1	1	87	0	0	0	0	39	0	0	0	1	0	0	0	0	0	0	0	1	48
gloC	gene-b0927	TRANSCRIPT_gene-b0927	protein_coding	0	0	0	23	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	5
glpA	gene-b2241	TRANSCRIPT_gene-b2241	protein_coding	0	1	0	101	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	1	46
glpB	gene-b2242	TRANSCRIPT_gene-b2242	protein_coding	0	27	6	55	0	0	0	0	25	0	0	0	6	0	0	0	0	0	0	0	27	30
glpC	gene-b2243	TRANSCRIPT_gene-b2243	protein_coding	0	5	2	55	0	0	0	0	18	0	0	0	2	0	0	0	0	0	0	0	5	37
glpD	gene-b3426	TRANSCRIPT_gene-b3426	protein_coding	0	16	1	159	0	0	0	0	53	0	0	0	1	0	0	1	0	0	0	1	15	106
glpE	gene-b3425	TRANSCRIPT_gene-b3425	protein_coding	0	6	0	184	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	6	64
glpF	gene-b3927	TRANSCRIPT_gene-b3927	protein_coding	0	3	0	48	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	3	5
glpG	gene-b3424	TRANSCRIPT_gene-b3424	protein_coding	0	12	0	179	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	12	68
glpK	gene-b3926	TRANSCRIPT_gene-b3926	protein_coding	0	0	0	66	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	7
glpQ	gene-b2239	TRANSCRIPT_gene-b2239	protein_coding	0	7	2	83	0	0	0	0	41	0	0	0	2	0	0	0	0	0	0	0	7	42
glpR	glpR	gene-b3423	pseudogene	0	0	0	193	0	0	0	0	76	0	0	0	0	0	22	0	0	0	0	0	0	95
glpT	gene-b2240	TRANSCRIPT_gene-b2240	protein_coding	0	1	1	101	0	0	0	0	50	0	0	0	1	0	0	0	0	0	0	0	1	51
glpX	gene-b3925	TRANSCRIPT_gene-b3925	protein_coding	0	8	2	75	0	0	0	0	69	0	0	0	2	0	0	0	0	0	0	0	8	6
glrK	gene-b2556	TRANSCRIPT_gene-b2556	protein_coding	0	24	1	97	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	24	85
glrR	gene-b2554	TRANSCRIPT_gene-b2554	protein_coding	0	8	0	116	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	8	73
glsA	gene-b0485	TRANSCRIPT_gene-b0485	protein_coding	0	0	0	47	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	3
glsB	gene-b1524	TRANSCRIPT_gene-b1524	protein_coding	0	1	1	29	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	1	3
gltA	gene-b0720	TRANSCRIPT_gene-b0720	protein_coding	0	13	0	247	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	13	50
gltB	gene-b3212	TRANSCRIPT_gene-b3212	protein_coding	0	11	1	47	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	11	37
gltD	gene-b3213	TRANSCRIPT_gene-b3213	protein_coding	0	9	1	18	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	18
gltF	gene-b3214	TRANSCRIPT_gene-b3214	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
gltI	gene-b0655	TRANSCRIPT_gene-b0655	protein_coding	0	11	4	112	0	0	0	0	66	0	0	0	4	0	0	0	0	0	0	0	11	46
gltJ	gene-b0654	TRANSCRIPT_gene-b0654	protein_coding	0	11	0	124	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	11	52
gltK	gene-b0653	TRANSCRIPT_gene-b0653	protein_coding	0	10	0	135	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	10	59
gltL	gene-b0652	TRANSCRIPT_gene-b0652	protein_coding	0	0	0	138	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	62
gltP	gene-b4077	TRANSCRIPT_gene-b4077	protein_coding	0	6	1	68	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	6	67
gltS	gene-b3653	TRANSCRIPT_gene-b3653	protein_coding	0	5	0	40	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	5	2
gltT	gene-b3969	rna-b3969	protein_coding	0	0	0	44	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	7
gltU	gene-b3757	rna-b3757	protein_coding	0	0	0	34	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	22
gltV	gene-b4008	rna-b4008	protein_coding	0	0	0	41	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	37
gltW	gene-b2590	rna-b2590	protein_coding	0	0	0	77	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	31
gltX	gene-b2400	TRANSCRIPT_gene-b2400	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
gluQ	gene-b0144	TRANSCRIPT_gene-b0144	protein_coding	0	31	3	223	0	0	0	0	167	0	0	0	3	0	0	0	0	0	0	0	31	56
glvB	gene-b3682	TRANSCRIPT_gene-b3682	protein_coding	0	8	0	60	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	8	46
glvC	gene-b3683	TRANSCRIPT_gene-b3683	protein_coding	1	13	3	60	0	0	0	0	22	0	0	0	3	0	0	1	0	0	1	0	13	38
glvG	glvG	gene-b4556	pseudogene	0	0	0	73	0	0	0	0	53	0	0	0	0	0	6	0	0	0	0	0	0	14
glxK	gene-b0514	TRANSCRIPT_gene-b0514	protein_coding	0	15	3	121	0	0	0	0	90	0	0	0	3	0	0	1	0	0	0	1	14	31
glxR	gene-b0509	TRANSCRIPT_gene-b0509	protein_coding	0	0	1	40	0	0	0	0	38	0	0	0	1	0	0	0	0	0	0	0	0	2
glyA	gene-b2551	TRANSCRIPT_gene-b2551	protein_coding	0	7	0	118	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	7	15
glyQ	gene-b3560	TRANSCRIPT_gene-b3560	protein_coding	0	0	1	57	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	54
glyS	gene-b3559	TRANSCRIPT_gene-b3559	protein_coding	0	2	0	57	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	52
glyT	gene-b3978	rna-b3978	protein_coding	0	0	0	47	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	37
glyU	gene-b2864	rna-b2864	protein_coding	1	0	0	11	0	0	0	0	10	1	0	0	0	0	0	1	0	0	0	0	0	1
glyV	gene-b4163	rna-b4163	protein_coding	0	0	0	80	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	28
glyW	gene-b1911	rna-b1911	protein_coding	0	0	0	121	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	30
glyX	gene-b4164	rna-b4164	protein_coding	0	0	0	82	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	28
glyY	gene-b4165	rna-b4165	protein_coding	0	0	0	84	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	28
gmd	gene-b2053	TRANSCRIPT_gene-b2053	protein_coding	0	28	0	245	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	28	106
gmhA	gene-b0222	TRANSCRIPT_gene-b0222	protein_coding	0	1	0	186	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	1	11
gmhB	gene-b0200	TRANSCRIPT_gene-b0200	protein_coding	1	3	1	84	0	0	0	0	16	0	0	0	1	0	0	0	0	1	0	0	3	68
gmk	gene-b3648	TRANSCRIPT_gene-b3648	protein_coding	0	2	0	70	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	2	48
gmm	gene-b2051	TRANSCRIPT_gene-b2051	protein_coding	0	6	4	258	0	0	0	0	156	0	0	0	4	0	0	0	0	0	0	0	6	102
gnd	gene-b2029	TRANSCRIPT_gene-b2029	protein_coding	0	61	4	132	0	0	0	0	129	0	0	0	4	0	0	0	0	0	0	0	61	3
gnsA	gene-b4517	TRANSCRIPT_gene-b4517	protein_coding	0	0	0	20	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11
gnsB	gene-b1550	TRANSCRIPT_gene-b1550	protein_coding	0	6	5	245	0	0	0	0	25	0	0	0	5	0	0	0	0	0	0	0	6	220
gntK	gene-b3437	TRANSCRIPT_gene-b3437	protein_coding	0	3	0	105	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	3	52
gntP	gene-b4321	TRANSCRIPT_gene-b4321	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
gntR	gene-b3438	TRANSCRIPT_gene-b3438	protein_coding	0	29	2	76	0	0	0	0	54	0	0	0	2	0	0	0	0	0	0	0	29	22
gntT	gene-b3415	TRANSCRIPT_gene-b3415	protein_coding	0	2	0	112	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	2	63
gntU	gene-b4476	TRANSCRIPT_gene-b4476	protein_coding	0	33	0	79	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	33	52
gor	gene-b3500	TRANSCRIPT_gene-b3500	protein_coding	0	1	1	107	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	105
gph	gene-b3385	TRANSCRIPT_gene-b3385	protein_coding	0	7	0	64	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	7	41
gpmA	gene-b0755	TRANSCRIPT_gene-b0755	protein_coding	0	1	0	11	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	3
gpmM	gene-b3612	TRANSCRIPT_gene-b3612	protein_coding	0	31	2	141	0	0	0	0	78	0	0	0	2	0	0	0	0	0	0	0	31	63
gpp	gene-b3779	TRANSCRIPT_gene-b3779	protein_coding	0	19	3	71	0	0	0	0	54	0	0	0	3	0	0	0	0	0	0	0	19	17
gpr	gene-b3001	TRANSCRIPT_gene-b3001	protein_coding	0	0	0	42	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	21
gpsA	gene-b3608	TRANSCRIPT_gene-b3608	protein_coding	0	18	0	112	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	18	82
gpt	gene-b0238	TRANSCRIPT_gene-b0238	protein_coding	0	1	0	134	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	1	91
grcA	gene-b2579	TRANSCRIPT_gene-b2579	protein_coding	0	2	0	111	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	2	87
greA	gene-b3181	TRANSCRIPT_gene-b3181	protein_coding	0	0	0	69	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	55
greB	gene-b3406	TRANSCRIPT_gene-b3406	protein_coding	0	0	1	80	0	0	0	0	49	0	0	0	1	0	0	0	0	0	0	0	0	31
groL	gene-b4143	TRANSCRIPT_gene-b4143	protein_coding	0	12	0	123	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	12	50
groS	gene-b4142	TRANSCRIPT_gene-b4142	protein_coding	0	1	0	110	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	1	49
grpE	gene-b2614	TRANSCRIPT_gene-b2614	protein_coding	0	7	1	44	0	0	0	0	33	0	0	0	1	0	0	0	0	0	0	0	7	11
grxA	gene-b0849	TRANSCRIPT_gene-b0849	protein_coding	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
grxB	gene-b1064	TRANSCRIPT_gene-b1064	protein_coding	0	5	0	55	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	5	28
grxC	gene-b3610	TRANSCRIPT_gene-b3610	protein_coding	0	3	0	130	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	3	80
grxD	gene-b1654	TRANSCRIPT_gene-b1654	protein_coding	0	0	0	22	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	18
gshA	gene-b2688	TRANSCRIPT_gene-b2688	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
gshB	gene-b2947	TRANSCRIPT_gene-b2947	protein_coding	0	2	0	112	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	2	41
gsiA	gene-b0829	TRANSCRIPT_gene-b0829	protein_coding	0	0	0	101	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	93
gsiB	gene-b0830	TRANSCRIPT_gene-b0830	protein_coding	0	0	0	82	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	67
gsiC	gene-b0831	TRANSCRIPT_gene-b0831	protein_coding	0	0	0	31	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	15
gsiD	gene-b0832	TRANSCRIPT_gene-b0832	protein_coding	0	0	0	21	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1
gsk	gene-b0477	TRANSCRIPT_gene-b0477	protein_coding	0	18	0	44	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	18	40
gspA	gene-b3323	TRANSCRIPT_gene-b3323	protein_coding	0	1	1	6	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	4
gspB	gene-b3322	TRANSCRIPT_gene-b3322	protein_coding	0	0	1	5	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4
gspC	gene-b3324	TRANSCRIPT_gene-b3324	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3
gspD	gene-b3325	TRANSCRIPT_gene-b3325	protein_coding	0	1	1	8	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	1	3
gspE	gene-b3326	TRANSCRIPT_gene-b3326	protein_coding	0	1	1	17	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	1	5
gspF	gene-b3327	TRANSCRIPT_gene-b3327	protein_coding	0	0	0	21	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	5
gspG	gene-b3328	TRANSCRIPT_gene-b3328	protein_coding	0	0	0	20	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	4
gspH	gene-b3329	TRANSCRIPT_gene-b3329	protein_coding	0	0	2	18	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	4
gspI	gene-b3330	TRANSCRIPT_gene-b3330	protein_coding	0	0	0	19	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	5
gspJ	gene-b3331	TRANSCRIPT_gene-b3331	protein_coding	0	1	0	17	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	4
gspK	gene-b3332	TRANSCRIPT_gene-b3332	protein_coding	0	3	3	21	0	0	0	0	16	0	0	0	3	0	0	0	0	0	0	0	3	5
gspL	gene-b3333	TRANSCRIPT_gene-b3333	protein_coding	0	3	2	35	0	0	0	0	24	0	0	0	2	0	0	0	0	0	0	0	3	11
gspM	gene-b3334	TRANSCRIPT_gene-b3334	protein_coding	0	0	0	40	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	14
gspO	gene-b3335	TRANSCRIPT_gene-b3335	protein_coding	0	0	2	41	0	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	14
gss	gene-b2988	TRANSCRIPT_gene-b2988	protein_coding	0	4	1	45	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	4	41
gstA	gene-b1635	TRANSCRIPT_gene-b1635	protein_coding	0	0	0	27	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	24
gstB	gene-b0838	TRANSCRIPT_gene-b0838	protein_coding	0	3	0	30	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	3	12
guaA	gene-b2507	TRANSCRIPT_gene-b2507	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
guaB	gene-b2508	TRANSCRIPT_gene-b2508	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
guaC	gene-b0104	TRANSCRIPT_gene-b0104	protein_coding	0	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1
guaD	gene-b2883	TRANSCRIPT_gene-b2883	protein_coding	0	5	2	49	0	0	0	0	42	0	0	0	2	0	0	0	0	0	0	0	5	7
gudD	gene-b2787	TRANSCRIPT_gene-b2787	protein_coding	0	10	2	70	0	0	0	0	31	0	0	0	2	0	0	0	0	0	0	0	10	39
gudP	gene-b2789	TRANSCRIPT_gene-b2789	protein_coding	0	12	1	63	0	0	0	0	50	0	0	0	1	0	0	0	0	0	0	0	12	13
gudX	gene-b2788	TRANSCRIPT_gene-b2788	protein_coding	0	17	4	54	0	0	0	0	29	0	0	0	4	0	0	0	0	0	0	0	17	25
gutM	gene-b2706	TRANSCRIPT_gene-b2706	protein_coding	0	4	1	109	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	4	80
gutQ	gene-b2708	TRANSCRIPT_gene-b2708	protein_coding	0	0	0	106	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	78
gyrA	gene-b2231	TRANSCRIPT_gene-b2231	protein_coding	0	42	2	70	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	42	56
gyrB	gene-b3699	TRANSCRIPT_gene-b3699	protein_coding	0	0	0	26	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0
hcaB	gene-b2541	TRANSCRIPT_gene-b2541	protein_coding	0	2	1	66	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	2	44
hcaC	gene-b2540	TRANSCRIPT_gene-b2540	protein_coding	0	0	0	71	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	48
hcaD	gene-b2542	TRANSCRIPT_gene-b2542	protein_coding	0	0	0	67	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	44
hcaE	gene-b2538	TRANSCRIPT_gene-b2538	protein_coding	0	15	0	67	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	15	31
hcaF	gene-b2539	TRANSCRIPT_gene-b2539	protein_coding	0	16	1	55	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	16	32
